,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,datetime_hour,datetime_month
29,2011-01-02 06:00:00,1,0,0,3,17.22,21.21,77,19.9995,2,6,1
30,2011-01-02 07:00:00,1,0,0,2,16.4,20.455,76,12.998,1,7,1
31,2011-01-02 08:00:00,1,0,0,3,16.4,20.455,71,15.0013,8,8,1
32,2011-01-02 09:00:00,1,0,0,2,15.58,19.695,76,15.0013,20,9,1
33,2011-01-02 10:00:00,1,0,0,2,14.76,17.425,81,15.0013,53,10,1
34,2011-01-02 11:00:00,1,0,0,2,14.76,16.665,71,16.9979,70,11,1
35,2011-01-02 12:00:00,1,0,0,2,14.76,16.665,66,19.9995,93,12,1
36,2011-01-02 13:00:00,1,0,0,2,14.76,17.425,66,8.9981,75,13,1
37,2011-01-02 14:00:00,1,0,0,3,14.76,17.425,76,12.998,59,14,1
38,2011-01-02 15:00:00,1,0,0,3,13.94,16.665,81,11.0014,74,15,1
39,2011-01-02 16:00:00,1,0,0,3,13.94,16.665,71,11.0014,76,16,1
40,2011-01-02 17:00:00,1,0,0,1,13.94,16.665,57,12.998,65,17,1
41,2011-01-02 18:00:00,1,0,0,2,14.76,16.665,46,22.0028,53,18,1
42,2011-01-02 19:00:00,1,0,0,1,13.12,14.395,42,30.0026,30,19,1
43,2011-01-02 20:00:00,1,0,0,1,12.3,13.635,39,23.9994,22,20,1
44,2011-01-02 21:00:00,1,0,0,1,10.66,11.365,44,22.0028,31,21,1
45,2011-01-02 22:00:00,1,0,0,1,9.84,10.605,44,19.9995,9,22,1
46,2011-01-02 23:00:00,1,0,0,1,9.02,11.365,47,11.0014,8,23,1
47,2011-01-03 00:00:00,1,0,1,1,9.02,9.85,44,23.9994,5,0,1
48,2011-01-03 01:00:00,1,0,1,1,8.2,8.335,44,27.9993,2,1,1
49,2011-01-03 04:00:00,1,0,1,1,6.56,6.82,47,26.0027,1,4,1
50,2011-01-03 05:00:00,1,0,1,1,6.56,6.82,47,19.0012,3,5,1
51,2011-01-03 06:00:00,1,0,1,1,5.74,5.305,50,26.0027,30,6,1
52,2011-01-03 07:00:00,1,0,1,1,5.74,6.82,50,12.998,64,7,1
53,2011-01-03 08:00:00,1,0,1,1,5.74,6.06,50,19.0012,154,8,1
54,2011-01-03 09:00:00,1,0,1,1,6.56,6.82,43,26.0027,88,9,1
55,2011-01-03 10:00:00,1,0,1,1,7.38,8.335,43,16.9979,44,10,1
56,2011-01-03 11:00:00,1,0,1,1,8.2,9.09,40,22.0028,51,11,1
57,2011-01-03 12:00:00,1,0,1,1,9.02,10.605,35,19.9995,61,12,1
58,2011-01-03 13:00:00,1,0,1,1,9.84,10.605,35,19.0012,61,13,1
59,2011-01-03 14:00:00,1,0,1,1,10.66,12.12,30,19.0012,77,14,1
60,2011-01-03 15:00:00,1,0,1,1,10.66,12.12,30,16.9979,72,15,1
61,2011-01-03 16:00:00,1,0,1,1,10.66,12.12,30,16.9979,76,16,1
62,2011-01-03 17:00:00,1,0,1,1,9.84,11.365,30,15.0013,157,17,1
63,2011-01-03 18:00:00,1,0,1,1,9.84,12.88,32,7.0015,157,18,1
64,2011-01-03 19:00:00,1,0,1,1,8.2,12.88,47,0.0,110,19,1
65,2011-01-03 20:00:00,1,0,1,1,8.2,11.365,47,7.0015,52,20,1
66,2011-01-03 21:00:00,1,0,1,1,7.38,9.85,64,8.9981,52,21,1
67,2011-01-03 22:00:00,1,0,1,1,5.74,7.575,69,8.9981,20,22,1
68,2011-01-03 23:00:00,1,0,1,1,7.38,10.605,55,7.0015,12,23,1
69,2011-01-04 00:00:00,1,0,1,1,6.56,9.09,55,7.0015,5,0,1
70,2011-01-04 01:00:00,1,0,1,1,6.56,9.09,59,7.0015,2,1,1
71,2011-01-04 02:00:00,1,0,1,1,5.74,7.575,63,8.9981,1,2,1
72,2011-01-04 04:00:00,1,0,1,1,5.74,9.09,63,6.0032,2,4,1
73,2011-01-04 05:00:00,1,0,1,1,4.92,7.575,68,7.0015,4,5,1
74,2011-01-04 06:00:00,1,0,1,1,4.92,7.575,74,7.0015,36,6,1
75,2011-01-04 07:00:00,1,0,1,1,4.92,7.575,74,8.9981,94,7,1
76,2011-01-04 08:00:00,1,0,1,1,5.74,7.575,69,11.0014,179,8,1
77,2011-01-04 09:00:00,1,0,1,1,6.56,7.575,64,15.0013,100,9,1
78,2011-01-04 10:00:00,1,0,1,2,6.56,6.82,69,22.0028,42,10,1
79,2011-01-04 11:00:00,1,0,1,1,9.02,10.605,51,19.9995,57,11,1
80,2011-01-04 12:00:00,1,0,1,1,9.02,11.365,51,11.0014,78,12,1
81,2011-01-04 13:00:00,1,0,1,1,9.84,11.365,56,12.998,97,13,1
82,2011-01-04 14:00:00,1,0,1,1,10.66,12.88,52,15.0013,63,14,1
83,2011-01-04 15:00:00,1,0,1,1,11.48,13.635,52,16.9979,65,15,1
84,2011-01-04 16:00:00,1,0,1,1,12.3,14.395,49,16.9979,83,16,1
85,2011-01-04 17:00:00,1,0,1,1,11.48,13.635,48,15.0013,212,17,1
86,2011-01-04 18:00:00,1,0,1,1,10.66,12.88,48,12.998,182,18,1
87,2011-01-04 19:00:00,1,0,1,1,9.84,12.88,48,7.0015,112,19,1
88,2011-01-04 20:00:00,1,0,1,1,9.84,12.88,48,7.0015,54,20,1
89,2011-01-04 21:00:00,1,0,1,1,9.02,13.635,64,0.0,48,21,1
90,2011-01-04 22:00:00,1,0,1,1,9.02,12.88,64,6.0032,35,22,1
91,2011-01-04 23:00:00,1,0,1,1,8.2,11.365,69,6.0032,11,23,1
92,2011-01-05 00:00:00,1,0,1,1,8.2,12.88,64,0.0,6,0,1
93,2011-01-05 01:00:00,1,0,1,1,6.56,9.85,74,6.0032,6,1,1
94,2011-01-05 02:00:00,1,0,1,1,6.56,9.85,74,6.0032,2,2,1
95,2011-01-05 04:00:00,1,0,1,1,9.84,11.365,48,15.0013,2,4,1
96,2011-01-05 05:00:00,1,0,1,1,9.02,11.365,47,11.0014,3,5,1
97,2011-01-05 06:00:00,1,0,1,1,8.2,9.85,47,15.0013,33,6,1
98,2011-01-05 07:00:00,1,0,1,1,7.38,9.09,43,12.998,88,7,1
99,2011-01-05 08:00:00,1,0,1,1,8.2,9.09,40,19.9995,195,8,1
100,2011-01-05 09:00:00,1,0,1,1,9.02,9.85,37,22.0028,115,9,1
101,2011-01-05 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,57,10,1
102,2011-01-05 11:00:00,1,0,1,1,10.66,11.365,33,22.0028,46,11,1
103,2011-01-05 12:00:00,1,0,1,1,10.66,11.365,33,22.0028,79,12,1
104,2011-01-05 13:00:00,1,0,1,1,11.48,12.88,30,19.9995,71,13,1
105,2011-01-05 14:00:00,1,0,1,1,12.3,14.395,28,12.998,62,14,1
106,2011-01-05 15:00:00,1,0,1,1,12.3,14.395,28,12.998,62,15,1
107,2011-01-05 16:00:00,1,0,1,1,12.3,15.91,28,6.0032,89,16,1
108,2011-01-05 17:00:00,1,0,1,1,9.84,11.365,38,12.998,190,17,1
109,2011-01-05 18:00:00,1,0,1,1,9.84,12.12,38,8.9981,169,18,1
110,2011-01-05 19:00:00,1,0,1,1,9.84,12.88,38,7.0015,132,19,1
111,2011-01-05 20:00:00,1,0,1,1,9.02,11.365,47,11.0014,89,20,1
112,2011-01-05 21:00:00,1,0,1,1,8.2,9.85,51,12.998,43,21,1
113,2011-01-05 22:00:00,1,0,1,1,7.38,9.85,55,8.9981,42,22,1
114,2011-01-05 23:00:00,1,0,1,1,8.2,12.88,47,0.0,19,23,1
115,2011-01-06 00:00:00,1,0,1,1,7.38,12.12,55,0.0,11,0,1
116,2011-01-06 01:00:00,1,0,1,1,6.56,11.365,64,0.0,4,1,1
117,2011-01-06 02:00:00,1,0,1,1,6.56,11.365,64,0.0,2,2,1
118,2011-01-06 04:00:00,1,0,1,2,6.56,9.85,64,6.0032,1,4,1
119,2011-01-06 05:00:00,1,0,1,2,5.74,9.09,69,6.0032,4,5,1
120,2011-01-06 06:00:00,1,0,1,2,5.74,8.335,63,7.0015,36,6,1
121,2011-01-06 07:00:00,1,0,1,2,6.56,11.365,59,0.0,95,7,1
122,2011-01-06 08:00:00,1,0,1,1,6.56,11.365,59,0.0,219,8,1
123,2011-01-06 09:00:00,1,0,1,2,7.38,12.12,51,0.0,122,9,1
124,2011-01-06 10:00:00,1,0,1,1,8.2,12.88,47,0.0,45,10,1
125,2011-01-06 11:00:00,1,0,1,1,9.02,12.88,44,6.0032,59,11,1
126,2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0.0,84,12,1
127,2011-01-06 13:00:00,1,0,1,1,10.66,13.635,35,7.0015,67,13,1
128,2011-01-06 14:00:00,1,0,1,1,11.48,13.635,36,11.0014,70,14,1
129,2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,0.0,62,15,1
130,2011-01-06 16:00:00,1,0,1,1,10.66,12.88,38,11.0014,86,16,1
131,2011-01-06 17:00:00,1,0,1,1,9.02,11.365,51,11.0014,172,17,1
132,2011-01-06 18:00:00,1,0,1,1,9.02,11.365,51,8.9981,163,18,1
133,2011-01-06 19:00:00,1,0,1,1,9.02,12.88,55,6.0032,112,19,1
134,2011-01-06 20:00:00,1,0,1,1,8.2,10.605,51,11.0014,69,20,1
135,2011-01-06 21:00:00,1,0,1,2,9.02,10.605,55,15.0013,48,21,1
136,2011-01-06 22:00:00,1,0,1,2,9.02,10.605,51,19.0012,52,22,1
137,2011-01-06 23:00:00,1,0,1,2,8.2,9.85,59,12.998,23,23,1
138,2011-01-07 00:00:00,1,0,1,2,8.2,9.85,64,12.998,17,0,1
139,2011-01-07 01:00:00,1,0,1,2,8.2,9.85,69,15.0013,7,1,1
140,2011-01-07 02:00:00,1,0,1,2,8.2,9.85,69,15.0013,1,2,1
141,2011-01-07 04:00:00,1,0,1,2,8.2,10.605,69,8.9981,1,4,1
142,2011-01-07 05:00:00,1,0,1,3,9.02,13.635,55,0.0,5,5,1
143,2011-01-07 06:00:00,1,0,1,2,8.2,12.88,69,0.0,34,6,1
144,2011-01-07 07:00:00,1,0,1,1,8.2,10.605,69,8.9981,84,7,1
145,2011-01-07 08:00:00,1,0,1,1,8.2,9.85,51,16.9979,210,8,1
146,2011-01-07 09:00:00,1,0,1,1,8.2,9.09,47,19.9995,134,9,1
147,2011-01-07 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,63,10,1
148,2011-01-07 11:00:00,1,0,1,2,8.2,9.85,40,15.0013,67,11,1
149,2011-01-07 12:00:00,1,0,1,2,8.2,9.85,37,16.9979,59,12,1
150,2011-01-07 13:00:00,1,0,1,2,8.2,9.09,37,19.0012,73,13,1
151,2011-01-07 14:00:00,1,0,1,2,8.2,9.85,40,16.9979,50,14,1
152,2011-01-07 15:00:00,1,0,1,2,8.2,10.605,37,11.0014,72,15,1
153,2011-01-07 16:00:00,1,0,1,2,8.2,10.605,37,11.0014,87,16,1
154,2011-01-07 17:00:00,1,0,1,2,8.2,12.88,37,0.0,187,17,1
155,2011-01-07 18:00:00,1,0,1,1,8.2,11.365,40,6.0032,123,18,1
156,2011-01-07 19:00:00,1,0,1,1,6.56,9.85,55,6.0032,95,19,1
157,2011-01-07 20:00:00,1,0,1,1,7.38,10.605,47,7.0015,51,20,1
158,2011-01-07 21:00:00,1,0,1,1,7.38,9.85,47,8.9981,39,21,1
159,2011-01-07 22:00:00,1,0,1,2,7.38,9.85,43,11.0014,36,22,1
160,2011-01-07 23:00:00,1,0,1,2,7.38,9.85,51,11.0014,15,23,1
161,2011-01-08 00:00:00,1,0,0,2,7.38,9.85,51,11.0014,25,0,1
162,2011-01-08 01:00:00,1,0,0,2,7.38,10.605,55,6.0032,16,1,1
163,2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,0.0,16,2,1
164,2011-01-08 03:00:00,1,0,0,3,7.38,9.85,55,11.0014,7,3,1
165,2011-01-08 04:00:00,1,0,0,3,7.38,9.85,55,11.0014,1,4,1
166,2011-01-08 05:00:00,1,0,0,2,6.56,8.335,74,11.0014,5,5,1
167,2011-01-08 06:00:00,1,0,0,2,6.56,8.335,74,11.0014,2,6,1
168,2011-01-08 07:00:00,1,0,0,2,6.56,9.09,74,7.0015,9,7,1
169,2011-01-08 08:00:00,1,0,0,3,6.56,9.09,93,7.0015,15,8,1
170,2011-01-08 09:00:00,1,0,0,3,6.56,9.09,93,7.0015,20,9,1
171,2011-01-08 10:00:00,1,0,0,2,7.38,9.85,80,11.0014,61,10,1
172,2011-01-08 11:00:00,1,0,0,2,8.2,9.09,69,26.0027,62,11,1
173,2011-01-08 12:00:00,1,0,0,2,8.2,9.09,59,23.9994,98,12,1
174,2011-01-08 13:00:00,1,0,0,1,8.2,9.09,44,22.0028,102,13,1
175,2011-01-08 14:00:00,1,0,0,1,8.2,8.335,32,32.9975,95,14,1
176,2011-01-08 15:00:00,1,0,0,1,8.2,8.335,32,30.0026,74,15,1
177,2011-01-08 16:00:00,1,0,0,1,7.38,6.82,29,30.0026,76,16,1
178,2011-01-08 17:00:00,1,0,0,1,6.56,6.06,37,36.9974,69,17,1
179,2011-01-08 18:00:00,1,0,0,1,5.74,6.06,39,19.9995,55,18,1
180,2011-01-08 19:00:00,1,0,0,1,5.74,6.06,36,16.9979,30,19,1
181,2011-01-08 20:00:00,1,0,0,1,4.92,6.06,36,16.9979,28,20,1
182,2011-01-08 21:00:00,1,0,0,1,4.92,5.305,39,23.9994,37,21,1
183,2011-01-08 22:00:00,1,0,0,1,4.92,5.305,36,26.0027,34,22,1
184,2011-01-08 23:00:00,1,0,0,1,4.1,3.03,39,30.0026,22,23,1
185,2011-01-09 00:00:00,1,0,0,1,4.1,3.79,42,26.0027,25,0,1
186,2011-01-09 01:00:00,1,0,0,1,4.1,3.03,42,31.0009,12,1,1
187,2011-01-09 02:00:00,1,0,0,1,4.1,3.03,46,31.0009,11,2,1
188,2011-01-09 03:00:00,1,0,0,1,4.1,3.79,46,27.9993,4,3,1
189,2011-01-09 04:00:00,1,0,0,1,3.28,4.545,53,12.998,1,4,1
190,2011-01-09 05:00:00,1,0,0,1,3.28,4.545,53,12.998,1,5,1
191,2011-01-09 06:00:00,1,0,0,1,4.1,4.545,49,19.0012,1,6,1
192,2011-01-09 07:00:00,1,0,0,1,3.28,4.545,53,12.998,6,7,1
193,2011-01-09 08:00:00,1,0,0,1,4.1,4.545,49,19.0012,10,8,1
194,2011-01-09 09:00:00,1,0,0,1,4.92,3.79,46,35.0008,19,9,1
195,2011-01-09 10:00:00,1,0,0,1,5.74,5.305,43,26.0027,49,10,1
196,2011-01-09 11:00:00,1,0,0,1,6.56,6.06,40,35.0008,49,11,1
197,2011-01-09 12:00:00,1,0,0,1,7.38,6.82,37,30.0026,83,12,1
198,2011-01-09 13:00:00,1,0,0,1,8.2,8.335,34,30.0026,75,13,1
199,2011-01-09 14:00:00,1,0,0,1,9.02,9.09,32,31.0009,72,14,1
200,2011-01-09 15:00:00,1,0,0,1,9.02,9.85,35,23.9994,82,15,1
201,2011-01-09 16:00:00,1,0,0,1,8.2,8.335,34,30.0026,92,16,1
202,2011-01-09 17:00:00,1,0,0,1,7.38,7.575,37,26.0027,62,17,1
203,2011-01-09 18:00:00,1,0,0,1,6.56,6.82,40,22.0028,48,18,1
204,2011-01-09 19:00:00,1,0,0,1,6.56,6.82,43,22.0028,41,19,1
205,2011-01-09 20:00:00,1,0,0,1,5.74,6.06,46,16.9979,38,20,1
206,2011-01-09 21:00:00,1,0,0,1,5.74,5.305,46,27.9993,20,21,1
207,2011-01-09 22:00:00,1,0,0,1,5.74,6.06,46,19.9995,15,22,1
208,2011-01-09 23:00:00,1,0,0,1,4.92,6.82,50,12.998,6,23,1
209,2011-01-10 00:00:00,1,0,1,1,4.92,6.06,50,19.0012,5,0,1
210,2011-01-10 01:00:00,1,0,1,1,4.92,6.06,50,19.0012,1,1,1
211,2011-01-10 02:00:00,1,0,1,1,4.92,6.06,50,15.0013,3,2,1
212,2011-01-10 03:00:00,1,0,1,1,4.92,6.06,50,15.0013,1,3,1
213,2011-01-10 04:00:00,1,0,1,1,4.1,6.06,54,8.9981,3,4,1
214,2011-01-10 05:00:00,1,0,1,1,4.1,5.305,54,16.9979,3,5,1
215,2011-01-10 06:00:00,1,0,1,1,4.92,6.06,50,19.0012,31,6,1
216,2011-01-10 07:00:00,1,0,1,1,4.92,6.06,50,15.0013,77,7,1
217,2011-01-10 08:00:00,1,0,1,2,4.92,6.06,50,19.0012,188,8,1
218,2011-01-10 09:00:00,1,0,1,2,5.74,6.06,50,16.9979,94,9,1
219,2011-01-10 10:00:00,1,0,1,2,5.74,6.06,50,19.9995,31,10,1
220,2011-01-10 11:00:00,1,0,1,2,6.56,6.82,47,19.0012,30,11,1
221,2011-01-10 12:00:00,1,0,1,2,8.2,9.09,40,19.0012,52,12,1
222,2011-01-10 13:00:00,1,0,1,2,8.2,9.09,40,19.0012,54,13,1
223,2011-01-10 14:00:00,1,0,1,2,8.2,9.85,40,15.0013,47,14,1
224,2011-01-10 15:00:00,1,0,1,2,8.2,9.85,40,15.0013,45,15,1
225,2011-01-10 16:00:00,1,0,1,1,8.2,10.605,40,8.9981,74,16,1
226,2011-01-10 17:00:00,1,0,1,1,8.2,11.365,40,7.0015,178,17,1
227,2011-01-10 18:00:00,1,0,1,1,8.2,9.85,40,15.0013,155,18,1
228,2011-01-10 19:00:00,1,0,1,1,6.56,8.335,47,11.0014,95,19,1
229,2011-01-10 20:00:00,1,0,1,1,6.56,8.335,50,11.0014,74,20,1
230,2011-01-10 21:00:00,1,0,1,1,5.74,6.82,59,12.998,38,21,1
231,2011-01-10 22:00:00,1,0,1,1,5.74,7.575,59,11.0014,24,22,1
232,2011-01-10 23:00:00,1,0,1,1,5.74,7.575,59,11.0014,18,23,1
233,2011-01-11 00:00:00,1,0,1,1,5.74,8.335,59,7.0015,12,0,1
234,2011-01-11 01:00:00,1,0,1,1,5.74,7.575,59,11.0014,3,1,1
235,2011-01-11 02:00:00,1,0,1,2,6.56,7.575,55,12.998,3,2,1
236,2011-01-11 05:00:00,1,0,1,2,6.56,9.09,55,8.9981,6,5,1
237,2011-01-11 06:00:00,1,0,1,2,6.56,9.09,55,8.9981,27,6,1
238,2011-01-11 07:00:00,1,0,1,2,6.56,11.365,55,0.0,99,7,1
239,2011-01-11 08:00:00,1,0,1,2,7.38,10.605,51,6.0032,217,8,1
240,2011-01-11 09:00:00,1,0,1,2,7.38,9.85,51,11.0014,130,9,1
241,2011-01-11 10:00:00,1,0,1,2,8.2,10.605,51,11.0014,54,10,1
242,2011-01-11 11:00:00,1,0,1,2,8.2,10.605,47,8.9981,35,11,1
243,2011-01-11 12:00:00,1,0,1,2,8.2,11.365,51,7.0015,57,12,1
244,2011-01-11 13:00:00,1,0,1,2,8.2,11.365,59,6.0032,52,13,1
245,2011-01-11 14:00:00,1,0,1,2,8.2,11.365,59,6.0032,63,14,1
246,2011-01-11 15:00:00,1,0,1,2,6.56,9.85,80,6.0032,47,15,1
247,2011-01-11 16:00:00,1,0,1,2,6.56,7.575,86,15.0013,76,16,1
248,2011-01-11 17:00:00,1,0,1,2,6.56,7.575,86,15.0013,136,17,1
249,2011-01-11 18:00:00,1,0,1,3,6.56,9.09,93,7.0015,95,18,1
250,2011-01-11 19:00:00,1,0,1,3,6.56,11.365,93,0.0,51,19,1
251,2011-01-11 20:00:00,1,0,1,3,6.56,7.575,93,12.998,32,20,1
252,2011-01-11 21:00:00,1,0,1,3,6.56,9.85,86,6.0032,20,21,1
253,2011-01-11 22:00:00,1,0,1,3,6.56,9.09,93,7.0015,29,22,1
254,2011-01-11 23:00:00,1,0,1,3,6.56,9.85,93,6.0032,19,23,1
255,2011-01-12 00:00:00,1,0,1,2,6.56,9.85,86,6.0032,7,0,1
256,2011-01-12 01:00:00,1,0,1,2,6.56,9.09,86,7.0015,6,1,1
257,2011-01-12 02:00:00,1,0,1,1,5.74,7.575,86,8.9981,1,2,1
258,2011-01-12 05:00:00,1,0,1,1,5.74,7.575,86,11.0014,5,5,1
259,2011-01-12 06:00:00,1,0,1,1,4.92,7.575,93,8.9981,16,6,1
260,2011-01-12 07:00:00,1,0,1,1,5.74,7.575,69,8.9981,54,7,1
261,2011-01-12 08:00:00,1,0,1,1,6.56,8.335,59,11.0014,128,8,1
262,2011-01-12 09:00:00,1,0,1,1,6.56,6.82,59,22.0028,81,9,1
263,2011-01-12 10:00:00,1,0,1,1,7.38,9.09,55,15.0013,39,10,1
264,2011-01-12 11:00:00,1,0,1,1,8.2,9.09,51,26.0027,35,11,1
265,2011-01-12 12:00:00,1,0,1,1,8.2,7.575,47,39.0007,55,12,1
266,2011-01-12 13:00:00,1,0,1,1,9.02,9.85,44,23.9994,49,13,1
267,2011-01-12 14:00:00,1,0,1,1,8.2,9.09,47,22.0028,44,14,1
268,2011-01-12 15:00:00,1,0,1,1,8.2,8.335,47,27.9993,49,15,1
269,2011-01-12 16:00:00,1,0,1,1,9.02,9.85,44,22.0028,68,16,1
270,2011-01-12 17:00:00,1,0,1,1,8.2,9.09,47,23.9994,139,17,1
271,2011-01-12 18:00:00,1,0,1,1,8.2,7.575,47,35.0008,137,18,1
272,2011-01-12 19:00:00,1,0,1,1,7.38,7.575,47,27.9993,83,19,1
273,2011-01-12 20:00:00,1,0,1,1,6.56,6.82,50,22.0028,56,20,1
274,2011-01-12 21:00:00,1,0,1,1,6.56,6.82,55,22.0028,57,21,1
275,2011-01-12 22:00:00,1,0,1,1,6.56,6.06,55,30.0026,33,22,1
276,2011-01-12 23:00:00,1,0,1,1,5.74,5.305,59,27.9993,20,23,1
277,2011-01-13 00:00:00,1,0,1,1,5.74,6.06,59,19.0012,7,0,1
278,2011-01-13 01:00:00,1,0,1,1,5.74,6.06,50,19.0012,2,1,1
279,2011-01-13 02:00:00,1,0,1,1,5.74,6.06,50,23.9994,2,2,1
280,2011-01-13 03:00:00,1,0,1,1,5.74,6.06,50,22.0028,3,3,1
281,2011-01-13 04:00:00,1,0,1,1,5.74,6.06,50,16.9979,4,4,1
282,2011-01-13 05:00:00,1,0,1,1,5.74,6.06,50,19.9995,3,5,1
283,2011-01-13 06:00:00,1,0,1,1,4.92,7.575,54,8.9981,28,6,1
284,2011-01-13 07:00:00,1,0,1,1,4.92,7.575,54,8.9981,72,7,1
285,2011-01-13 08:00:00,1,0,1,1,5.74,6.82,50,12.998,202,8,1
286,2011-01-13 09:00:00,1,0,1,1,5.74,6.06,50,22.0028,139,9,1
287,2011-01-13 10:00:00,1,0,1,2,6.56,6.82,50,23.9994,38,10,1
288,2011-01-13 11:00:00,1,0,1,2,8.2,8.335,44,30.0026,37,11,1
289,2011-01-13 12:00:00,1,0,1,1,8.2,8.335,44,27.9993,52,12,1
290,2011-01-13 13:00:00,1,0,1,1,9.02,9.85,41,30.0026,83,13,1
291,2011-01-13 14:00:00,1,0,1,1,9.02,9.85,41,26.0027,42,14,1
292,2011-01-13 15:00:00,1,0,1,1,9.84,10.605,38,19.9995,60,15,1
293,2011-01-13 16:00:00,1,0,1,1,9.84,10.605,38,23.9994,78,16,1
294,2011-01-13 17:00:00,1,0,1,1,8.2,9.09,40,19.0012,162,17,1
295,2011-01-13 18:00:00,1,0,1,1,8.2,9.09,40,22.0028,144,18,1
296,2011-01-13 19:00:00,1,0,1,1,6.56,7.575,47,16.9979,99,19,1
297,2011-01-13 20:00:00,1,0,1,1,6.56,7.575,47,15.0013,64,20,1
298,2011-01-13 21:00:00,1,0,1,1,5.74,6.06,46,19.9995,40,21,1
299,2011-01-13 22:00:00,1,0,1,1,5.74,6.06,46,22.0028,30,22,1
300,2011-01-13 23:00:00,1,0,1,1,4.92,6.82,50,12.998,15,23,1
301,2011-01-14 00:00:00,1,0,1,1,4.92,6.82,50,12.998,14,0,1
302,2011-01-14 01:00:00,1,0,1,1,4.1,6.06,54,11.0014,5,1,1
303,2011-01-14 02:00:00,1,0,1,1,4.1,6.06,54,8.9981,1,2,1
304,2011-01-14 03:00:00,1,0,1,1,4.1,6.82,54,7.0015,1,3,1
305,2011-01-14 05:00:00,1,0,1,1,4.1,6.82,54,6.0032,8,5,1
306,2011-01-14 06:00:00,1,0,1,1,4.1,9.09,54,0.0,17,6,1
307,2011-01-14 07:00:00,1,0,1,1,4.1,6.06,74,11.0014,70,7,1
308,2011-01-14 08:00:00,1,0,1,1,4.92,8.335,68,0.0,158,8,1
309,2011-01-14 09:00:00,1,0,1,1,5.74,7.575,69,8.9981,117,9,1
310,2011-01-14 10:00:00,1,0,1,1,7.38,9.09,55,12.998,44,10,1
311,2011-01-14 11:00:00,1,0,1,1,7.38,8.335,51,19.0012,53,11,1
312,2011-01-14 12:00:00,1,0,1,1,8.2,9.85,44,16.9979,61,12,1
313,2011-01-14 13:00:00,1,0,1,1,9.02,9.85,37,26.0027,77,13,1
314,2011-01-14 14:00:00,1,0,1,1,9.02,10.605,41,19.0012,64,14,1
315,2011-01-14 15:00:00,1,0,1,1,9.84,12.12,38,11.0014,68,15,1
316,2011-01-14 16:00:00,1,0,1,1,9.02,12.12,41,7.0015,90,16,1
